pair_ID	entailment_judgment	relatedness_score
3296	NEUTRAL	3.511229
3297	NEUTRAL	3.880985
3300	NEUTRAL	3.1526294
3301	NEUTRAL	2.0433502
3302	NEUTRAL	3.1707036
3305	NEUTRAL	3.2180882
3306	ENTAILMENT	3.829398
3307	ENTAILMENT	2.195885
3308	NEUTRAL	3.898289
3309	NEUTRAL	3.8820057
3310	ENTAILMENT	2.242506
3312	ENTAILMENT	1.8617606
3315	NEUTRAL	3.52049
3317	ENTAILMENT	3.3159397
3318	CONTRADICTION	3.6061075
3320	NEUTRAL	3.5744734
3323	NEUTRAL	3.791013
3326	ENTAILMENT	3.9286928
3328	NEUTRAL	3.8382287
3331	NEUTRAL	3.2436414
3333	NEUTRAL	3.327415
3334	NEUTRAL	3.6907742
3335	NEUTRAL	3.8480387
3337	NEUTRAL	3.589638
3341	CONTRADICTION	3.2210865
3343	NEUTRAL	2.4564319
3348	ENTAILMENT	3.6535869
3350	CONTRADICTION	1.1527873
3352	ENTAILMENT	3.7815056
3354	ENTAILMENT	1.240957
3355	NEUTRAL	3.8347254
3360	NEUTRAL	2.8958802
3365	CONTRADICTION	3.6085806
3377	CONTRADICTION	3.9685812
3379	NEUTRAL	1.3295451
3380	NEUTRAL	2.1408467
3381	CONTRADICTION	2.9494789
3383	ENTAILMENT	2.1110468
3387	NEUTRAL	3.9545014
3388	NEUTRAL	4.0069027
3390	ENTAILMENT	3.8376343
3391	CONTRADICTION	3.5607982
3392	ENTAILMENT	3.892143
3393	ENTAILMENT	3.6514487
3394	CONTRADICTION	3.8667865
3399	NEUTRAL	3.0100462
3401	ENTAILMENT	3.1844702
3402	NEUTRAL	3.929556
3403	NEUTRAL	3.7389247
3404	ENTAILMENT	3.8430312
3406	ENTAILMENT	3.9643116
3408	ENTAILMENT	3.9458928
3409	ENTAILMENT	3.163957
3410	ENTAILMENT	3.8320613
3415	ENTAILMENT	3.8750563
3417	NEUTRAL	3.5328195
3419	ENTAILMENT	2.6914878
3421	ENTAILMENT	3.8595881
3423	CONTRADICTION	2.8294744
3430	CONTRADICTION	3.6768115
3431	NEUTRAL	2.188717
3434	CONTRADICTION	3.3489833
3439	ENTAILMENT	3.2925954
3441	NEUTRAL	2.6637297
3442	NEUTRAL	3.7509837
3445	NEUTRAL	3.6547804
3446	NEUTRAL	1.9133086
3447	NEUTRAL	1.1866535
3449	NEUTRAL	3.314863
3450	NEUTRAL	1.4874882
3455	NEUTRAL	3.3569422
3456	NEUTRAL	2.9641232
3457	NEUTRAL	2.3455105
3458	CONTRADICTION	2.3474553
3463	NEUTRAL	3.6956706
3464	NEUTRAL	3.8817928
3466	NEUTRAL	3.86112
3469	ENTAILMENT	3.3933005
3470	NEUTRAL	3.499719
3473	ENTAILMENT	3.3366227
3474	ENTAILMENT	2.5331182
3475	CONTRADICTION	3.4700258
3476	NEUTRAL	3.6793003
3477	ENTAILMENT	3.6332355
3478	ENTAILMENT	1.8680142
3481	CONTRADICTION	3.668819
3482	NEUTRAL	3.5944133
3483	NEUTRAL	3.678516
3489	NEUTRAL	3.3733392
3490	CONTRADICTION	3.5336928
3493	NEUTRAL	3.8761744
3497	NEUTRAL	3.8654122
3498	NEUTRAL	3.7820125
3499	NEUTRAL	3.2087626
3502	CONTRADICTION	3.5704703
3506	ENTAILMENT	3.622136
3509	NEUTRAL	3.6766443
3513	NEUTRAL	3.7257657
3515	ENTAILMENT	3.7047954
3519	ENTAILMENT	3.6783042
3520	CONTRADICTION	3.2432046
3521	NEUTRAL	3.4544232
3522	ENTAILMENT	3.3817496
3523	CONTRADICTION	2.2721267
3524	ENTAILMENT	3.8812356
3525	NEUTRAL	3.4435244
3526	ENTAILMENT	3.206472
3527	ENTAILMENT	1.8922726
3531	CONTRADICTION	1.1827023
3532	ENTAILMENT	2.938087
3535	NEUTRAL	3.94092
3540	NEUTRAL	3.9666495
3545	NEUTRAL	2.8908744
3550	ENTAILMENT	2.433553
3551	ENTAILMENT	3.4516988
3553	ENTAILMENT	3.9596314
3555	ENTAILMENT	3.981511
3557	ENTAILMENT	2.768746
3558	ENTAILMENT	3.906608
3559	ENTAILMENT	3.018249
3560	NEUTRAL	2.9671488
3562	CONTRADICTION	4.009342
3563	ENTAILMENT	3.935235
3564	NEUTRAL	3.037744
3570	NEUTRAL	3.868517
3573	ENTAILMENT	2.4498348
3575	NEUTRAL	3.6418257
3578	CONTRADICTION	3.4619136
3581	ENTAILMENT	3.705114
3583	NEUTRAL	3.6942973
3585	CONTRADICTION	3.7410102
3587	ENTAILMENT	2.4701567
3588	ENTAILMENT	3.8397565
3590	ENTAILMENT	3.8423395
3591	CONTRADICTION	2.6673517
3593	ENTAILMENT	2.5315135
3594	NEUTRAL	1.7880305
3595	NEUTRAL	3.2158632
3596	CONTRADICTION	2.5482764
3597	ENTAILMENT	2.8005838
3599	CONTRADICTION	3.1359515
3600	ENTAILMENT	3.6041808
3601	ENTAILMENT	3.3521678
3604	ENTAILMENT	3.9762845
3605	ENTAILMENT	2.4003057
3606	ENTAILMENT	3.6806688
3608	NEUTRAL	3.9541838
3609	ENTAILMENT	3.1596975
3610	CONTRADICTION	3.4843402
3612	ENTAILMENT	3.356546
3613	ENTAILMENT	2.1685789
3615	ENTAILMENT	3.9715157
3616	NEUTRAL	3.9161854
3617	ENTAILMENT	3.9532716
3619	ENTAILMENT	3.8630605
3621	ENTAILMENT	3.804266
3622	NEUTRAL	3.4779391
3628	ENTAILMENT	3.9622679
3631	ENTAILMENT	3.969749
3632	ENTAILMENT	3.8160884
3634	ENTAILMENT	3.9584825
3636	CONTRADICTION	3.5715225
3637	ENTAILMENT	3.9697022
3641	ENTAILMENT	3.2294495
3642	CONTRADICTION	3.7767396
3644	NEUTRAL	3.8315468
3645	NEUTRAL	3.8322806
3648	CONTRADICTION	3.8704531
3652	NEUTRAL	3.309679
3654	NEUTRAL	3.2891326
3655	NEUTRAL	3.7125816
3656	NEUTRAL	3.788093
3659	NEUTRAL	3.8519435
3660	NEUTRAL	4.035476
3662	NEUTRAL	2.339751
3663	NEUTRAL	2.357544
3664	CONTRADICTION	2.185452
3665	NEUTRAL	1.9879442
3667	NEUTRAL	3.6682415
3671	NEUTRAL	3.0519352
3674	NEUTRAL	3.2218785
3675	NEUTRAL	3.3548088
3676	NEUTRAL	2.370776
3677	ENTAILMENT	3.7825434
3678	ENTAILMENT	1.8710374
3679	NEUTRAL	3.7377768
3681	NEUTRAL	3.7200432
3683	CONTRADICTION	2.7458365
3688	NEUTRAL	3.9504814
3698	NEUTRAL	3.8291779
3700	NEUTRAL	3.8521807
3704	ENTAILMENT	3.6248717
3706	NEUTRAL	3.7193642
3714	NEUTRAL	3.897769
3715	NEUTRAL	3.8188927
3716	NEUTRAL	3.720685
3717	CONTRADICTION	3.8538752
3722	CONTRADICTION	3.9044375
3723	ENTAILMENT	3.9436512
3724	CONTRADICTION	3.7158833
3726	CONTRADICTION	3.3035917
3729	NEUTRAL	4.03215
3730	NEUTRAL	4.033367
3731	NEUTRAL	3.6434064
3732	NEUTRAL	3.898699
3734	NEUTRAL	2.6429482
3735	NEUTRAL	3.3644109
3738	NEUTRAL	3.4758503
3741	NEUTRAL	3.8895645
3744	CONTRADICTION	3.7400486
3745	NEUTRAL	3.5693123
3749	NEUTRAL	3.7676435
3754	ENTAILMENT	3.3351083
3757	CONTRADICTION	3.198183
3760	CONTRADICTION	3.813038
3763	NEUTRAL	3.9786415
3764	NEUTRAL	3.7038946
3768	NEUTRAL	3.6738017
3769	NEUTRAL	3.65765
3771	NEUTRAL	3.981891
3772	NEUTRAL	3.9700408
3773	NEUTRAL	3.968618
3775	NEUTRAL	3.5025063
3778	NEUTRAL	1.6947552
3782	NEUTRAL	3.5726004
3786	NEUTRAL	3.041597
3787	NEUTRAL	3.4675698
3791	NEUTRAL	3.8510065
3792	NEUTRAL	3.878633
3793	CONTRADICTION	3.8967497
3794	NEUTRAL	3.5767727
3796	CONTRADICTION	3.4845011
3798	NEUTRAL	3.5149417
3802	NEUTRAL	3.9221783
3806	ENTAILMENT	2.058762
3808	NEUTRAL	2.0798776
3810	NEUTRAL	2.0344799
3811	NEUTRAL	1.5384952
3813	CONTRADICTION	3.452719
3815	NEUTRAL	3.631356
3816	NEUTRAL	3.75441
3817	NEUTRAL	3.742879
3818	NEUTRAL	3.967214
3819	NEUTRAL	3.899293
3822	NEUTRAL	3.8657222
3824	NEUTRAL	2.8179426
3829	NEUTRAL	3.3743243
3830	NEUTRAL	1.6291901
3832	ENTAILMENT	3.4984887
3833	CONTRADICTION	3.6404147
3835	NEUTRAL	3.653093
3837	ENTAILMENT	3.837056
3841	CONTRADICTION	3.3151836
3842	ENTAILMENT	3.722526
3843	NEUTRAL	3.4781876
3848	ENTAILMENT	3.7059093
3849	CONTRADICTION	3.7608724
3850	ENTAILMENT	3.7652347
3851	NEUTRAL	2.655013
3854	NEUTRAL	3.6523597
3858	NEUTRAL	4.0197644
3859	NEUTRAL	3.1570845
3863	NEUTRAL	2.957335
3865	ENTAILMENT	3.7384396
3867	NEUTRAL	4.0012794
3875	NEUTRAL	3.9917078
3876	NEUTRAL	3.9249146
3877	NEUTRAL	3.9118836
3878	NEUTRAL	4.009874
3879	CONTRADICTION	3.753201
3881	CONTRADICTION	2.3304212
3888	ENTAILMENT	3.3851924
3889	NEUTRAL	3.50624
3890	ENTAILMENT	3.689328
3891	ENTAILMENT	1.3592125
3894	ENTAILMENT	3.1784527
3896	NEUTRAL	2.7976687
3900	ENTAILMENT	2.688033
3902	ENTAILMENT	2.588256
3906	ENTAILMENT	2.1886587
3907	NEUTRAL	3.7202892
3911	NEUTRAL	3.6961367
3913	CONTRADICTION	3.6478956
3916	ENTAILMENT	3.8391764
3918	NEUTRAL	3.7866328
3919	CONTRADICTION	2.3865163
3923	NEUTRAL	3.9242735
3925	NEUTRAL	2.8374872
3926	ENTAILMENT	3.4338045
3927	ENTAILMENT	2.496644
3928	NEUTRAL	3.2080863
3931	NEUTRAL	2.5780756
3932	ENTAILMENT	2.4473763
3933	NEUTRAL	2.4977124
3937	NEUTRAL	3.99471
3944	CONTRADICTION	3.6541667
3945	ENTAILMENT	3.869521
3946	CONTRADICTION	3.8641052
3950	NEUTRAL	3.8903852
3952	ENTAILMENT	3.9147763
3953	NEUTRAL	4.054354
3954	NEUTRAL	4.0491166
3959	NEUTRAL	2.997964
3960	ENTAILMENT	3.2478592
3962	NEUTRAL	3.2214057
3963	NEUTRAL	3.9133904
3964	NEUTRAL	3.6972775
3965	NEUTRAL	3.9250095
3966	CONTRADICTION	3.8799129
3967	NEUTRAL	2.7184117
3968	CONTRADICTION	3.165158
3969	NEUTRAL	2.8083785
3971	NEUTRAL	2.5451639
3974	NEUTRAL	2.5930777
3975	NEUTRAL	3.5632718
3977	NEUTRAL	2.8270526
3978	NEUTRAL	3.5029864
3979	CONTRADICTION	2.39798
3981	NEUTRAL	3.9079204
3983	NEUTRAL	4.011941
3988	NEUTRAL	3.6971521
3991	CONTRADICTION	3.3166704
3997	NEUTRAL	3.6209698
4000	NEUTRAL	3.1390748
4003	NEUTRAL	3.767065
4005	NEUTRAL	3.8525567
4008	NEUTRAL	3.1844635
4009	NEUTRAL	2.9767346
4010	NEUTRAL	3.725625
4016	ENTAILMENT	3.6078613
4018	NEUTRAL	3.6206007
4019	NEUTRAL	3.6939945
4022	NEUTRAL	3.3304935
4023	NEUTRAL	2.9855576
4024	NEUTRAL	3.631009
4025	NEUTRAL	3.6834235
4026	NEUTRAL	3.5003996
4027	NEUTRAL	3.0797963
4029	NEUTRAL	3.7595925
4030	NEUTRAL	3.643118
4032	NEUTRAL	3.4099016
4035	NEUTRAL	3.6130872
4039	NEUTRAL	3.331644
4042	ENTAILMENT	2.8669534
4044	ENTAILMENT	2.8955328
4048	CONTRADICTION	3.635581
4051	ENTAILMENT	2.3380187
4052	NEUTRAL	3.8878436
4053	NEUTRAL	2.8227835
4055	CONTRADICTION	3.6907372
4057	CONTRADICTION	3.4911633
4059	CONTRADICTION	1.7768654
4064	NEUTRAL	3.955353
4070	NEUTRAL	3.5377066
4073	NEUTRAL	2.9712076
4075	ENTAILMENT	3.4125676
4077	CONTRADICTION	3.6937232
4078	ENTAILMENT	3.6988463
4080	CONTRADICTION	3.9338298
4081	ENTAILMENT	3.9483795
4082	ENTAILMENT	4.027204
4089	CONTRADICTION	3.4134045
4091	ENTAILMENT	2.6860375
4092	NEUTRAL	2.6555712
4093	NEUTRAL	3.7281153
4095	CONTRADICTION	2.3970208
4096	ENTAILMENT	2.7512455
4097	ENTAILMENT	3.0521119
4098	NEUTRAL	3.4901087
4099	NEUTRAL	2.6944754
4101	CONTRADICTION	3.0937185
4103	CONTRADICTION	3.7475681
4104	ENTAILMENT	3.632788
4106	ENTAILMENT	3.7576265
4107	ENTAILMENT	3.8850741
4110	CONTRADICTION	3.2851753
4111	ENTAILMENT	3.9259527
4116	NEUTRAL	3.3980608
4121	NEUTRAL	3.503605
4122	CONTRADICTION	3.582312
4124	ENTAILMENT	4.002682
4128	CONTRADICTION	3.626954
4129	ENTAILMENT	3.848522
4130	ENTAILMENT	4.0231943
4131	NEUTRAL	3.580235
4138	NEUTRAL	3.800392
4139	CONTRADICTION	3.7446358
4143	CONTRADICTION	1.8723279
4144	NEUTRAL	2.7410793
4150	CONTRADICTION	3.4129372
4151	NEUTRAL	3.8676703
4153	NEUTRAL	3.830864
4158	NEUTRAL	1.9498969
4159	CONTRADICTION	1.6378077
4160	NEUTRAL	3.1270046
4161	CONTRADICTION	3.4983034
4166	ENTAILMENT	3.846076
4167	ENTAILMENT	3.235236
4169	ENTAILMENT	2.5428495
4170	ENTAILMENT	3.0308824
4171	ENTAILMENT	2.5076582
4172	NEUTRAL	3.8571532
4175	CONTRADICTION	3.2470002
4177	CONTRADICTION	3.8996115
4180	NEUTRAL	3.5061808
4182	CONTRADICTION	3.7164059
4184	CONTRADICTION	3.800703
4186	NEUTRAL	1.7712115
4188	NEUTRAL	1.031156
4189	ENTAILMENT	1.423464
4190	CONTRADICTION	1.3103114
4192	NEUTRAL	3.6566057
4198	NEUTRAL	1.1692553
4200	NEUTRAL	2.9449773
4201	NEUTRAL	3.8181686
4203	ENTAILMENT	3.7907758
4204	ENTAILMENT	3.807682
4206	CONTRADICTION	3.6097422
4208	CONTRADICTION	3.2232826
4210	NEUTRAL	3.573195
4211	CONTRADICTION	3.4263005
4215	NEUTRAL	3.9191813
4217	NEUTRAL	2.203131
4218	NEUTRAL	3.4425986
4222	NEUTRAL	3.103386
4224	ENTAILMENT	2.7079296
4225	ENTAILMENT	3.4449735
4226	CONTRADICTION	3.923221
4227	ENTAILMENT	3.791789
4229	NEUTRAL	3.6453419
4230	ENTAILMENT	3.4824376
4233	NEUTRAL	1.620233
4234	NEUTRAL	1.3158841
4237	NEUTRAL	3.8256547
4240	CONTRADICTION	3.714241
4241	ENTAILMENT	3.8297892
4243	ENTAILMENT	3.3424447
4245	NEUTRAL	3.5058856
4249	CONTRADICTION	3.4551466
4250	NEUTRAL	3.9336505
4255	CONTRADICTION	3.337255
4256	ENTAILMENT	3.6734557
4258	ENTAILMENT	3.59823
4261	NEUTRAL	1.4732008
4262	NEUTRAL	1.5392274
4263	NEUTRAL	1.5963185
4264	NEUTRAL	1.5534006
4268	ENTAILMENT	3.9651916
4270	NEUTRAL	4.0020275
4271	NEUTRAL	4.009057
4273	CONTRADICTION	3.8626144
4276	NEUTRAL	3.543404
4278	NEUTRAL	3.5720205
4281	NEUTRAL	2.7747564
4285	NEUTRAL	3.6349828
4286	NEUTRAL	3.8192048
4292	NEUTRAL	2.2614
4293	NEUTRAL	3.756905
4294	NEUTRAL	2.7852929
4296	CONTRADICTION	3.4492707
4297	NEUTRAL	3.328754
4298	CONTRADICTION	3.5644536
4300	ENTAILMENT	3.7274666
4302	ENTAILMENT	3.151003
4303	CONTRADICTION	3.4344406
4309	CONTRADICTION	1.3396251
4310	ENTAILMENT	1.0004187
4311	ENTAILMENT	3.9089208
4313	NEUTRAL	3.533534
4314	NEUTRAL	3.9609184
4317	NEUTRAL	3.4324484
4319	NEUTRAL	3.9679275
4324	NEUTRAL	3.6677423
4326	ENTAILMENT	3.8190556
4327	NEUTRAL	3.1059318
4331	NEUTRAL	2.7865767
4332	ENTAILMENT	3.755447
4333	NEUTRAL	3.6161528
4334	ENTAILMENT	3.5518947
4337	NEUTRAL	1.185965
4343	CONTRADICTION	3.394991
4345	NEUTRAL	3.102297
4352	CONTRADICTION	3.7580047
4353	ENTAILMENT	3.7162979
4355	ENTAILMENT	0.88718915
4356	ENTAILMENT	0.8892731
4358	CONTRADICTION	1.008615
4362	NEUTRAL	3.4443946
4366	CONTRADICTION	3.7561986
4367	ENTAILMENT	2.5013132
4368	CONTRADICTION	2.6394656
4372	NEUTRAL	3.4393547
4373	ENTAILMENT	3.9074287
4374	CONTRADICTION	3.6889727
4375	NEUTRAL	3.6663766
4380	NEUTRAL	3.8741384
4383	CONTRADICTION	3.2079294
4384	NEUTRAL	3.6642263
4389	ENTAILMENT	3.273013
4391	ENTAILMENT	3.9259257
4397	ENTAILMENT	3.7317724
4399	CONTRADICTION	3.8054376
4400	ENTAILMENT	3.8026457
4402	ENTAILMENT	3.9685264
4403	CONTRADICTION	3.7485845
4404	ENTAILMENT	3.8635583
4405	CONTRADICTION	3.7972739
4406	ENTAILMENT	3.9406095
4409	ENTAILMENT	3.8682642
4413	ENTAILMENT	3.167767
4415	ENTAILMENT	3.319478
4416	ENTAILMENT	3.948782
4419	NEUTRAL	3.8996105
4420	ENTAILMENT	1.476797
4421	NEUTRAL	1.4903704
4422	NEUTRAL	1.2916943
4423	CONTRADICTION	1.2866424
4424	NEUTRAL	1.1973084
4425	ENTAILMENT	3.4961967
4427	NEUTRAL	3.5187669
4428	NEUTRAL	3.3149073
4430	CONTRADICTION	3.3298922
4433	ENTAILMENT	3.0915384
4434	ENTAILMENT	3.6970992
4435	CONTRADICTION	3.7206779
4436	NEUTRAL	3.8654027
4437	CONTRADICTION	3.602501
4438	NEUTRAL	1.478044
4441	CONTRADICTION	0.992521
4444	CONTRADICTION	3.5457044
4448	CONTRADICTION	3.4681191
4449	NEUTRAL	3.5245402
4450	CONTRADICTION	3.7064548
4451	NEUTRAL	3.582686
4452	ENTAILMENT	3.8407693
4453	CONTRADICTION	3.362086
4455	CONTRADICTION	3.9410355
4456	ENTAILMENT	3.8879724
4459	CONTRADICTION	3.746138
4460	ENTAILMENT	3.510841
4461	NEUTRAL	3.2231967
4462	CONTRADICTION	3.4633324
4463	NEUTRAL	3.778492
4465	NEUTRAL	2.8148518
4466	NEUTRAL	3.366755
4467	NEUTRAL	3.4326372
4470	NEUTRAL	3.492155
4474	ENTAILMENT	2.0666
4475	NEUTRAL	1.7388048
4476	ENTAILMENT	2.003187
4478	NEUTRAL	1.1840032
4479	NEUTRAL	3.774557
4480	CONTRADICTION	3.748385
4482	NEUTRAL	4.0013094
4483	ENTAILMENT	0.778607
4484	ENTAILMENT	0.81740814
4485	ENTAILMENT	0.8454954
4488	NEUTRAL	3.8527765
4489	CONTRADICTION	3.341247
4491	NEUTRAL	3.631336
4493	NEUTRAL	2.7235029
4494	NEUTRAL	3.4628499
4495	CONTRADICTION	3.598064
4496	NEUTRAL	1.4991548
4499	ENTAILMENT	3.6763077
4500	NEUTRAL	3.3074784
4502	ENTAILMENT	3.278115
4504	ENTAILMENT	2.586604
4506	CONTRADICTION	2.6833756
4508	NEUTRAL	3.6410651
4510	NEUTRAL	3.6530862
4512	ENTAILMENT	2.554452
4518	CONTRADICTION	3.1042361
4521	NEUTRAL	3.8430119
4527	CONTRADICTION	3.13199
4528	ENTAILMENT	3.0692585
4530	NEUTRAL	1.5690647
4531	CONTRADICTION	1.1404089
4532	ENTAILMENT	1.6405249
4533	CONTRADICTION	1.351724
4535	ENTAILMENT	3.8814406
4536	ENTAILMENT	3.9879332
4537	NEUTRAL	3.8968592
4538	CONTRADICTION	3.7013705
4539	ENTAILMENT	3.7971492
4542	CONTRADICTION	3.804679
4543	NEUTRAL	3.4245944
4547	CONTRADICTION	3.8455248
4548	ENTAILMENT	3.7442493
4550	ENTAILMENT	3.9349296
4552	ENTAILMENT	3.9667838
4554	NEUTRAL	3.8538532
4555	NEUTRAL	3.9765515
4557	NEUTRAL	2.8948095
4560	NEUTRAL	3.1915646
4561	NEUTRAL	3.1645916
4563	CONTRADICTION	2.7036004
4566	NEUTRAL	3.6641226
4568	ENTAILMENT	3.6519513
4571	NEUTRAL	3.584681
4572	NEUTRAL	3.7739606
4575	NEUTRAL	1.6855012
4576	NEUTRAL	1.2503777
4577	NEUTRAL	1.2579991
4578	NEUTRAL	1.301369
4582	ENTAILMENT	2.5999842
4584	ENTAILMENT	1.9781566
4586	ENTAILMENT	3.6390738
4587	CONTRADICTION	3.9835377
4589	ENTAILMENT	2.6751409
4591	ENTAILMENT	3.9208107
4592	CONTRADICTION	3.7693202
4593	ENTAILMENT	0.8821635
4594	CONTRADICTION	0.86253005
4598	NEUTRAL	3.8395019
4599	CONTRADICTION	3.5387497
4600	NEUTRAL	3.8875673
4602	NEUTRAL	3.5696099
4603	CONTRADICTION	2.9723032
4604	NEUTRAL	3.2275882
4607	ENTAILMENT	3.4429164
4608	CONTRADICTION	3.6592472
4609	NEUTRAL	3.5808706
4613	NEUTRAL	3.8630633
4618	NEUTRAL	3.9732916
4620	NEUTRAL	3.8075218
4621	CONTRADICTION	3.7575603
4622	NEUTRAL	3.938105
4623	CONTRADICTION	3.4041543
4624	NEUTRAL	3.9876215
4625	NEUTRAL	3.6643548
4627	ENTAILMENT	3.6423438
4628	CONTRADICTION	3.6808019
4629	NEUTRAL	1.005025
4631	ENTAILMENT	1.1966184
4639	CONTRADICTION	1.7389828
4640	ENTAILMENT	3.5302637
4641	CONTRADICTION	2.4089942
4642	NEUTRAL	3.7246516
4645	NEUTRAL	2.4095016
4647	NEUTRAL	3.6149626
4649	NEUTRAL	1.9390444
4654	NEUTRAL	4.081837
4655	CONTRADICTION	3.7927964
4657	CONTRADICTION	0.89625746
4658	NEUTRAL	0.8340155
4667	NEUTRAL	3.3226237
4670	NEUTRAL	3.8615558
4672	NEUTRAL	3.9105992
4675	NEUTRAL	3.683734
4676	NEUTRAL	3.7405987
4677	NEUTRAL	3.5425377
4678	NEUTRAL	3.8577545
4682	NEUTRAL	3.8905475
4684	NEUTRAL	3.6777225
4690	ENTAILMENT	3.8546958
4691	NEUTRAL	3.388282
4692	NEUTRAL	3.8114219
4693	NEUTRAL	3.0864635
4694	ENTAILMENT	3.94034
4695	ENTAILMENT	3.92198
4698	NEUTRAL	3.5366256
4703	NEUTRAL	3.7180834
4704	NEUTRAL	4.020577
4705	NEUTRAL	4.0046277
4706	NEUTRAL	3.954134
4708	NEUTRAL	3.910531
4709	CONTRADICTION	3.9373589
4714	ENTAILMENT	3.565815
4715	CONTRADICTION	3.8496733
4719	ENTAILMENT	3.9508014
4721	CONTRADICTION	3.7425323
4722	ENTAILMENT	1.167082
4723	CONTRADICTION	1.1740626
4726	ENTAILMENT	1.3008366
4727	ENTAILMENT	3.1157646
4730	ENTAILMENT	3.4100888
4732	ENTAILMENT	3.645596
4733	CONTRADICTION	3.170069
4736	ENTAILMENT	3.2707005
4737	NEUTRAL	3.78452
4738	NEUTRAL	4.1070175
4739	ENTAILMENT	3.787222
4741	ENTAILMENT	4.0141654
4744	ENTAILMENT	3.7079008
4747	ENTAILMENT	3.5761845
4748	NEUTRAL	3.8431323
4749	CONTRADICTION	3.956245
4750	NEUTRAL	3.9077618
4751	NEUTRAL	3.9584236
4754	NEUTRAL	1.357727
4757	NEUTRAL	3.7554846
4758	NEUTRAL	4.0251637
4765	NEUTRAL	1.3448888
4768	NEUTRAL	3.9688063
4770	NEUTRAL	1.397842
4772	NEUTRAL	3.1891131
4773	CONTRADICTION	1.8606148
4775	NEUTRAL	4.0081053
4778	NEUTRAL	3.9084897
4779	NEUTRAL	3.866691
4781	NEUTRAL	4.042093
4783	NEUTRAL	3.8479161
4784	NEUTRAL	2.9392924
4785	NEUTRAL	3.7596285
4786	ENTAILMENT	3.4385223
4787	CONTRADICTION	3.6010294
4789	CONTRADICTION	1.6377198
4791	NEUTRAL	1.84785
4792	NEUTRAL	1.2065914
4801	NEUTRAL	3.808433
4804	NEUTRAL	4.030227
4809	CONTRADICTION	3.4173746
4818	CONTRADICTION	3.9327688
4827	CONTRADICTION	3.7694983
4828	ENTAILMENT	3.5209184
4829	CONTRADICTION	3.5500875
4830	NEUTRAL	3.973311
4833	NEUTRAL	1.8958005
4834	CONTRADICTION	2.8267188
4835	NEUTRAL	2.210545
4837	NEUTRAL	1.5486943
4838	NEUTRAL	3.5597928
4840	CONTRADICTION	2.2327068
4841	NEUTRAL	3.1959977
4846	NEUTRAL	1.155451
4850	NEUTRAL	1.1494887
4854	CONTRADICTION	3.695483
4856	CONTRADICTION	3.4130595
4861	NEUTRAL	2.5138369
4862	ENTAILMENT	3.308315
4864	NEUTRAL	2.1748266
4865	CONTRADICTION	3.4096775
4868	ENTAILMENT	2.9451008
4870	CONTRADICTION	3.1916437
4871	NEUTRAL	3.4202704
4873	NEUTRAL	3.0478745
4875	NEUTRAL	3.682919
4876	CONTRADICTION	2.6558409
4878	NEUTRAL	4.04018
4884	NEUTRAL	3.8820722
4887	ENTAILMENT	3.5365987
4889	ENTAILMENT	2.2933607
4890	CONTRADICTION	2.1704233
4892	CONTRADICTION	1.902897
4893	ENTAILMENT	3.120584
4894	CONTRADICTION	2.6901362
4895	ENTAILMENT	2.8886611
4896	NEUTRAL	3.7476435
4897	CONTRADICTION	3.3744678
4899	CONTRADICTION	3.3841681
4902	ENTAILMENT	1.1952199
4904	NEUTRAL	1.4833952
4906	CONTRADICTION	3.6886597
4907	NEUTRAL	3.924542
4908	CONTRADICTION	3.5369148
4909	NEUTRAL	2.9351678
4910	CONTRADICTION	2.4174862
4914	NEUTRAL	3.8852277
4917	CONTRADICTION	3.6418447
4923	NEUTRAL	3.9534626
4924	NEUTRAL	3.8525395
4925	NEUTRAL	3.9168859
4927	NEUTRAL	3.9896126
4930	NEUTRAL	3.7408512
4931	ENTAILMENT	3.6993864
4935	ENTAILMENT	3.2987337
4936	CONTRADICTION	3.6667275
4939	NEUTRAL	3.653521
4943	ENTAILMENT	3.2937078
4945	NEUTRAL	3.9913774
4952	NEUTRAL	0.98104143
4955	NEUTRAL	3.836825
4956	NEUTRAL	3.7014303
4958	NEUTRAL	3.0364442
4962	NEUTRAL	3.090711
4969	NEUTRAL	3.1458354
4972	ENTAILMENT	3.8543456
4973	NEUTRAL	3.7155845
4976	ENTAILMENT	1.6045264
4979	ENTAILMENT	1.0564063
4980	ENTAILMENT	1.0360646
4984	NEUTRAL	3.8838387
4986	NEUTRAL	1.6918044
4987	CONTRADICTION	1.6042596
4988	CONTRADICTION	0.91484505
4993	CONTRADICTION	3.6255083
4994	ENTAILMENT	1.075899
4995	CONTRADICTION	1.4827913
4999	NEUTRAL	3.9843974
5001	NEUTRAL	4.05638
5004	NEUTRAL	3.7553492
5006	NEUTRAL	3.506528
5008	NEUTRAL	3.7018201
5009	CONTRADICTION	3.576936
5013	CONTRADICTION	2.8090987
5016	NEUTRAL	3.6133952
5019	NEUTRAL	3.8181753
5020	ENTAILMENT	3.8490992
5021	CONTRADICTION	3.8654094
5028	ENTAILMENT	3.7628353
5029	CONTRADICTION	3.6503727
5034	CONTRADICTION	3.6558607
5035	ENTAILMENT	3.6649337
5036	ENTAILMENT	3.8243256
5038	ENTAILMENT	3.7945597
5041	NEUTRAL	3.5356188
5042	CONTRADICTION	3.0651774
5043	NEUTRAL	2.714539
5044	CONTRADICTION	3.6362495
